EC,ECC           5 NBB 1 to NBB 5      REF1032
KGr             26 streams & overden.  REF1600
EC               3 Alicante 11,12      REF2026
KGr              1 Hermus-Phoenix      REF1802
KGr              1 LAMOST 1            REF3207
EC               7 Cmg 1099-1101       REF838 
DGAL             1 Hydra I             REF5800
OC               1 LS 94               REF2444
KGr              1 EriPhe              REF1771
cPOCR            1 beta Tuc Group      REF1732
KGr              1 Phoenix Stream      REF3785
GC               1 Kim 3               REF3789
GC               1 FSR 1735            REF3202
KAs,KGr,OC      11 various             REF1731
GC              43 Bulge GCs & others  REF6666
Ast              1 Levy                REF894 
EC,ECC           4 DBO 1-DB0 4         REF3363
NGAL             1 M31:1249 Young Cls  REF3353
DGAL             1 Fornax: 5 GCs       REF3349
EC               1 BDO 1,Alicante 6    REF3368
EC               1 DOZ 2,LMR 23        REF3367
DGAL             1 Aquarius 2          REF1735
GC               1 SMASH 1             REF3408
Assoc,EC        33 NGC6334-57 nebulae  REF3333
Streams          5 PS1-A to PSI-E      REF1756
DGAL             1 Virgo I             REF1736
DGAL             1 Pictor II           REF6006
lPOCR            1 NGC 7193            REF5089
GC               1 FSR 1716            REF3376
KGr              1 SMCNOD              REF3339
GC               2 DES 0111,DES 0225   REF2446
EC               2 DOB 1,DOB 2         REF3364
Ast              8 various             REF1809
OC               9 VVV CC168-176       REF5000
OC,GCC           2 Gaia 1,Gaia 2       REF6010
DGAL,GC          2 Eri II & GC         REF6030
DGAL,GC          1 Tuc III             REF3410
GC,DGAL          2 Eri II & GC         REF6031
OC,EC            9 TRSG                REF7999
Ast              9 various             REF6025
KGr              1 NGC 7492 Tail       REF3334
DGAL             1 Bootes I            REF3336
OCC              1 French 4            REF3390
DGAL             1 Peg dIrr:Centr. GC  REF3359
KGr              1 A 13                REF3337
EC,ECC         119 Froebrich Emb. Cls  REF5500
OC               1 Haffner 9           REF3416
KGr              1 NGC 5897 Tails      REF3462
KGr              1 MEB 1               REF5749
KGr              1 halo:MEB-S,-C       REF5750
KGr              6 halo:MEB-S,-C       REF5751
KGr              2 Eri,Pal 15 Tail     REF3335
EC               2 Bica 501,502        REF3233
EC               1 Dewangan 1          REF3365
EC               1 DOZ 1               REF3366
GC               1 FSR 1716            REF3399
EC              15 LLA1-15(Ori Assoc)  REF3382
GC,GCC          22 Minniti 1-22        REF3403
OC               1 Gaia 1              REF6017
GC               2 DES 3, Eri III      REF6016
EC,ECC,OC       15 Oliveira 1-15       REF2540
OC,Ast           7 several names       REF3417
OC,Ast          15 several names       REF3418
Streams          4 WG1, WG2, WG3, WG4  REF1789
Streams          4 Kwando, Orinoco...  REF1791
Streams          2 Sangarius,Scamand.  REF1784
KGr              1 Jetstream           REF3409
OC               1 Gaia 1              REF3419
KGr              1 NGC288 tails        REF3451
KGr             11 several names       REF3411
GC,DGAL          3 EriIII,Des 1,Tuc V  REF3407
GC,GCC          39 Minniti 22-60       REF3404
GCC             24 Minniti 61-84       REF3405
KGr             14 streams             REF1500
OC               7 ESO,NGC,Rup clust.  REF3454
EC               7 Masgomas 1-6a,6b    REF4506
DGAL             1 Hydrus 1            REF4507
DGAL             2 Car II,Car III      REF4508
GC,GCC          22 Minni 1 to 22       REF3450
GC,OC            2 Cmg 1102,Bica 7     REF3049
DGAL             2 Car II, Car III     REF3092
REF3421          8 SMC halo Clusters   REF3421
GCC             22 Minni 1 to 22       REF7990
GC,GCC           5 Camargo 1002-1006   REF3440
OC,MC clusts     9 To,Gaia,DES,PS      REF3091
GC               2 RLGC 1,RLGC 2       REF8004
EC,OC            4 BBJ 1 to BBJ 6      REF8001
lPOCR,Ast        5 NGC1901,6994 &more  REF8002
OC              23 UBC 1 to UBC32      REF8003
OC,EC          923 Ryu 1 to Ryu 923    REF805 
EC,ECC,OC        7 Cezar 1-7           REF2550
OCC,ECC,OC     655 Bica 7 to 661       REF250 
EC              18 various             REF039 
EC,ECC,GCC      27 various             REF1622
EC,OC,OCC      196 various             REF298 
Ast,OC         466 various             REF913 
EC,ECC,EGr      52 Dolidze 1-57        REF947 
EC               1 BHR 71              REF949 
lPOCR            1 Covino 1            REF526 
OC,OCC,Ast     177 Alessi Objects      REF891 
Ast,OC,OCC      26 NGC,IC Objects      REF1051
Ast,OC,EC     1070 various             REF1070
Ast            142 various             REF963 
EC               4 Wray 1,2,C 1354     REF1023
Ast,OC          53 Ferrero             REF7000
