REF007  Bachiller, R., Perez Gutierrez, Garcia-Lario, P., 1998, A&A, 331, L45                                                                                                                                                                                                                                                                                                |1998A&A...331L..45B
REF017  Feldt, M., Stecklum, B., Henning, Th., Hayward, T.L., Lehmann, Th., Klein, R., 1998, A&A, 339, 759                                                                                                                                                                                                                                                                   |1998A&A...339..759F
REF310  Baumgardt, H., 1998, A&A, 340, 402                                                                                                                                                                                                                                                                                                                                   |1998A&A...340..402B
REF274  Chereul, E., Creze, M., Bienayme, O., 1999, A&AS, 135, 5                                                                                                                                                                                                                                                                                                             |1999A&AS..135....5C
REF6001 Bica, E. L. D.; Schmitt, H. R.; Dutra, C. M.; Oliveira, H. L. 1999, AJ, 117, 238                                                                                                                                                                                                                                                                                     |1999AJ....117..238B
REF1759 Helmi, A,, White, S. D. M., de Zeeuw, P. et al. 1999, Natur, 402, 53                                                                                                                                                                                                                                                                                                 |1999Natur.402...53H
REF1952 Asiain, R., Figueras, F., Torra, J., & Chen, B. 1999, A&A, 341, 427                                                                                                                                                                                                                                                                                                  |1999A&A...341..427A
REF1951 Asiain, R., Figueras, F., Torra, J. 1999, A&A, 350, 434                                                                                                                                                                                                                                                                                                              |1999A&A...350..434A
REF921  Huard, T. L., Weintraub, D. A., Sandell, G. 1999, A&A, 362, 635                                                                                                                                                                                                                                                                                                      |1999ApJ...525..750F
REF096  Figer, D. F., Kim, S. S., Morris, M., Serabyn, E., Rich, R. M., McLean, I. S., 1999, ApJ, 525, 750                                                                                                                                                                                                                                                                   |1999ApJ...525..750F
REF105  Fuchs, Y., Mirabel, F., Chaty, S., et al., 1999, A&A, 350, 891                                                                                                                                                                                                                                                                                                       |1999A&A...350..891F
REF051  Deharveng, L., Zavagno, A., Nadeau, D., Caplan, J., Petit, M., 1999, A&A, 344, 943                                                                                                                                                                                                                                                                                   |1999A&A...344..943D
REF912  Blum, R.D., Damineli, A., Conti, P.S., 1999, AJ, 117, 1392                                                                                                                                                                                                                                                                                                           |1999AJ....117.1392B
REF287  Webb, R. A., Zuckerman, B., Platais, I. et al. 1999, ApJ, 512, L63                                                                                                                                                                                                                                                                                                   |1999ApJ...512L..63W
REF078  Testi, L., Palla, F., Natta, A., 1999, A&A, 342, 515                                                                                                                                                                                                                                                                                                                 |1999A&A...342..515T
REF275  Turner, D.G., 1999, JRASC, 93, 64                                                                                                                                                                                                                                                                                                                                    |-------------------
REF043  Kaas, A. A., 1999, AJ, 118, 558                                                                                                                                                                                                                                                                                                                                      |1999AJ....118..558K
REF003  Chen, Y., Yao, Y., Yang, J., et al. 1999, AJ, 117, 446                                                                                                                                                                                                                                                                                                               |1999AJ....117..446C
REF057  Comeron, F., Torra, J., 1999, A&A, 349, 605                                                                                                                                                                                                                                                                                                                          |1999A&A...349..605C
REF030  Williams, J.P., Myers, P.C., 1999, ApJ, 511, 208                                                                                                                                                                                                                                                                                                                     |1999ApJ...511..208W
REF004  Arce, H., Goodman, A. A., 1999, ApJ, 517, 264                                                                                                                                                                                                                                                                                                                        |1999ApJ...517..264A
REF224  de Zeeuw, P.T., Hoogerwerf, R., de Bruijne, J.H.J., Brown, A.G.A., Blaauw, 1999, AJ, 117, 354                                                                                                                                                                                                                                                                        |1999AJ....117..354D
REF263  Mamajek, E.E., Lawson, W. A., Feigelson, E.D., 2000, ApJ, 544, 356                                                                                                                                                                                                                                                                                                   |2000ApJ...544..356M
REF292  Bassino, L. P., Walshausen, S., Martinez, R. E., 2000, A&A, 355, 138                                                                                                                                                                                                                                                                                                 |2000A&A...355..138B
REF104  Vrba, F.J., Henden, A.A., Luginbuhl, C.B., et al., 2000, ApJ, 533, L17                                                                                                                                                                                                                                                                                               |2000ApJ...533L..17V
REF045  Testi, L., Sargent, A. I., Olmi, L., Onello, J. S., 2000, ApJ, 540, L53                                                                                                                                                                                                                                                                                              |2000ApJ...540L..53T
REF1715 van den Ancker, M.E., Perez, M.R., de Winter, D., McCollum, B. 2000, A&A 363, L25                                                                                                                                                                                                                                                                                    |2000A&A...363L..25V
REF031  Santos, C. A., Yun, J. L., Clemens, D. P., Agostinho, R. J., 2000, ApJ, 540, L87                                                                                                                                                                                                                                                                                     |2000ApJ...540L..87S
REF293  Carraro, G., 2000, A&A, 357, 145                                                                                                                                                                                                                                                                                                                                     |2000A&A...357..145C
REF136  Porras, A., Cruz-Gonzales, I., Salas, L., 2000, A&A, 361, 660                                                                                                                                                                                                                                                                                                        |2000A&A...361..660P
REF074  Massi, F., Lorenzetti, D., Giannini, T., Vitali, F., 2000, A&A, 353, 598                                                                                                                                                                                                                                                                                             |2000A&A...353..598M
REF032  Carpenter, J. M., 2000, AJ, 120, 3139                                                                                                                                                                                                                                                                                                                                |2000AJ....120.3139C
REF066  Carpenter, J. M., Heyer, M. H., Snell, R. L., 2000, ApJS, 130, 381                                                                                                                                                                                                                                                                                                   |2000ApJS..130..381C
REF013  Blum, R.D., Conti, P.S., Damineli, A., 2000, AJ, 119, 1860                                                                                                                                                                                                                                                                                                           |2000AJ....119.1860B
REF098  Dutra, C.M., Bica, E., 2000, A&A, 359, L9                                                                                                                                                                                                                                                                                                                            |2000A&A...359L...9D
REF288  Torres, C. A. O., da Silva, L., Quast, G. R., de la Reza, R., Jilinski, E., 2000, AJ, 120, 1410                                                                                                                                                                                                                                                                      |2000AJ....120.1410T
REF304  Zuckerman, B., Webb, R.A., 2000, ApJ, 535, 959                                                                                                                                                                                                                                                                                                                       |2000ApJ...535..959Z
REF501  Quast, G.R., Torres, C.A.O., de La Reza, R., da Silva, L., Drake, N., 2001, ASPC, 244, 49                                                                                                                                                                                                                                                                            |2001ASPC..244...49Q
REF500  Torres, C.A.O., Quast, G.R., de La Reza, R., da Silva, L., Melo, C.H.F., 2001, ASPC, 244, 43                                                                                                                                                                                                                                                                         |2001ASPC..244...43T
REF264  Lawson W. A., Crause L. A., Mamajek, E. E., Feigelson E. D., 2001, MNRAS 329, L29                                                                                                                                                                                                                                                                                    |2002MNRAS.329L..29L
REF072  van der Hucht, K.A., 2001, 7th Catalog of Galactic Wolf-Rayet stars, SIMBAD database,Strasbourg                                                                                                                                                                                                                                                                      |2001yCat.3215....0V
REF980  Zuckerman, B., Song, I., Webb, R. A. 2001, ApJ, 559, 388                                                                                                                                                                                                                                                                                                             |2001ApJ...559..388Z
REF914  Blum, R.D., Damineli, A., Conti, P.S., 2001, AJ, 121, 3149                                                                                                                                                                                                                                                                                                           |2001AJ....121.3149B
REF289  Bica, E., Santiago, B.X., Dutra, C.M., Dottori, H., de Oliveira, M.R., Pavani, D., 2001, A&A, 366, 827                                                                                                                                                                                                                                                               |2001A&A...366..827B
REF252  Piatti, A.E., Claria, J.J., 2001, A&A, 370, 931                                                                                                                                                                                                                                                                                                                      |2001A&A...370..931P
REF290  Pavani, D.B., Bica, E., Dutra, C.M., Dottori, H., Santiago, B.X., Carranza, G., Diaz, R.J., 2001, A&A, 374, 554                                                                                                                                                                                                                                                      |2001A&A...374..554P
REF300  Piatti, A.E., Claria, J.J., 2001, A&A, 379, 453                                                                                                                                                                                                                                                                                                                      |2001A&A...379..453P
REF5009 Meylan, G., Sarajedini, A. P. Jablonka, P. et al. 2001, AJ, 122, 830                                                                                                                                                                                                                                                                                                 |2001AJ....122..830M
REF956  Carraro G., Patat F., Baumgardt H. 2001, A&A 371, 107                                                                                                                                                                                                                                                                                                                |2001A&A...371..107C
REF047  Tsuboi, Y., Koyama, K., Hamaguchi, K., Tatematsu, K., Sekimoto, Y., Bally, J., Reipurth, B., 2001, ApJ, 554, 734                                                                                                                                                                                                                                                     |2001ApJ...554..734T
REF200  Luhman, K.L., 2001, ApJ, 560, 287                                                                                                                                                                                                                                                                                                                                    |2001ApJ...560..287L
REF307  Mackie, G., 2001, JRASC, 95, 77                                                                                                                                                                                                                                                                                                                                      |2001JRASC..95...77M
REF069  Nakaya, H., Watanabe, M., Ando, M., Nagata, T., Sato, S., 2001, AJ, 122, 876                                                                                                                                                                                                                                                                                         |2001AJ....122..876N
REF044  Kaas, A. A., Bontemps, S., 2001, ASPC, 243, 367                                                                                                                                                                                                                                                                                                                      |2001ASPC..243..367K
REF259  de la Reza, R., Torres, C. A. O., da Silva, L., Jilinski, E., Quast, G., 2001, BSABr, 21, 8                                                                                                                                                                                                                                                                          |-------------------
REF097  Comeron, F., Torra, J., 2001, A&A, 375, 539                                                                                                                                                                                                                                                                                                                          |2001A&A...375..539C
REF6779 Zuckerman, B., Song, I., Bessell, M. S., Webb, R. A. 2001, ApJ, 562, L87                                                                                                                                                                                                                                                                                             |2001ApJ...562L..87Z
REF498  Nakajima, Y. Tamura, M., Oasa, Y., Nakajima, T. 2000, AJ, 119, 873                                                                                                                                                                                                                                                                                                   |2000AJ....119..873N
REF099  Dutra, C.M., Bica, E., 2001, A&A, 376, 434                                                                                                                                                                                                                                                                                                                           |2001A&A...376..434D
REF093  Gerhard, O., 2001, ApJ, 546, L39                                                                                                                                                                                                                                                                                                                                     |2001ApJ...546L..39G
REF106  Conti, P.S., Blum, R.D., 2002, ApJ, 564, 827                                                                                                                                                                                                                                                                                                                         |2002ApJ...564..827C
REF135  Kumar, M.S.N., Bachiller, R., Davis, C.J., 2002, ApJ, 576, 313                                                                                                                                                                                                                                                                                                       |2002ApJ...576..313K
REF268  Turner, D.G., Berdnikov, L.N., 2002, BAAS, 34                                                                                                                                                                                                                                                                                                                        |2002AAS...200.0703T
REF110  Ivanov, V.D., Borissova, J., Pessev, P., Ivanov, G.R., Kurtev, R., 2002, A&A, 394, L1                                                                                                                                                                                                                                                                                |2002A&A...394L...1I
REF311  Odenkirchen, M., Soubiran, C., 2002, A&A, 383, 163                                                                                                                                                                                                                                                                                                                   |2002A&A...383..163O
REF402  Whiting, A.B., Hau, G.K.T.,Irwin, M., 2002, ApJS, 141, 123                                                                                                                                                                                                                                                                                                           |2002ApJS..141..123W
REF071  Ortolani, S., Bica, E., Barbuy, B., Momany, Y., 2002, A&A, 390, 931                                                                                                                                                                                                                                                                                                  |2002A&A...390..931O
REF294  Carraro, G., 2002, A&A, 385, 471                                                                                                                                                                                                                                                                                                                                     |2002A&A...385..471C
REF073  Wang, J.-J., Wei, J.-Y., Hu, J.-Y., 2002, ApJ, 573, 238                                                                                                                                                                                                                                                                                                              |2002ApJ...573..238W
REF209  Dias, W. S., Alessi, B. S., Moitinho, A., Lepine, J. R., 2002, A&A, 389, 871                                                                                                                                                                                                                                                                                         |2002A&A...389..871D
REF107  Shepherd, D.S., Watson, A.M., 2002, ApJ, 566, 966                                                                                                                                                                                                                                                                                                                    |2002ApJ...566..966S
REF3373 Mishra, S.; Anadarao, B. G.; Ojha, D. K. 2992, BASI, 30, 643                                                                                                                                                                                                                                                                                                         |2002BASI...30..643M
REF1762 Newberg, H. Jo, Yanny, B., Rockosi, C. et al. 2002, ApJ, 569, 245                                                                                                                                                                                                                                                                                                    |2002ApJ...569..245N
REF048  Soares, J. B., Bica, E. , 2002, A&A, 388, 172                                                                                                                                                                                                                                                                                                                        |2002A&A...388..172S
REF995  Tothill, N. F. H., White, G. J., Matthews, H. E. et al. 2002, ApJ, 580, 285                                                                                                                                                                                                                                                                                          |2002ApJ...580..285T
REF109  Le Duigou, J.-M., Knodlseder, J. A&A, 2002, 392, 869                                                                                                                                                                                                                                                                                                                 |2002A&A...392..869L
REF041  Reyle, C., Robin, A. C., 2002, A&A, 384, 403                                                                                                                                                                                                                                                                                                                         |2002A&A...384..403R
REF102  Cambresesy, L., Beichman, C.A., Jarrett, T.H., Cutri, R.M., 2002, AJ, 123, 2559                                                                                                                                                                                                                                                                                      |2002AJ....123.2559C
REF127  Rodriguez, M., Rodriguez, L.F., Gyulbudaghian, A.L., May, J., 2002, RMxAA, 38, 161                                                                                                                                                                                                                                                                                   |2002RMxAA..38..161R
REF5003 Billett, O. H., Hunter, D. A., Elmegreen, B. G. 2002, AJ, 123, 1454                                                                                                                                                                                                                                                                                                  |2002AJ....123.1454B
REF116  Roman-Lopes, A., Abraham, Z., Lepine, J.R., 2003, AJ, 126, 1896                                                                                                                                                                                                                                                                                                      |2003AJ....126.1896R
REF121  Soares, J.B., Bica, E., 2003, A&A, 404, 217                                                                                                                                                                                                                                                                                                                          |2003A&A...404..217S
REF3051 Lada, C. J., Lada, E. A. 2003, ARA&A, 41, 57                                                                                                                                                                                                                                                                                                                         |2003ARA&A..41...57L
REF1783 Crane, J. D., Majewski, S. R., Rocha-Pinto, H. J. et al. 2003, ApJ, 594, L119                                                                                                                                                                                                                                                                                        |2003ApJ...594L.119C
REF291  Pavani, D. B., Bica, E., Ahumada, A. V., Claria, J. J., 2003, A&A, 399, 113                                                                                                                                                                                                                                                                                          |2003A&A...399..113P
REF328  Magakian, T.Y., 2003, A&A, 399, 141                                                                                                                                                                                                                                                                                                                                  |2003A&A...399..141M
REF324  Feigelson, E. D., Lawson, W. A., Garmire, G. P., 2003, ApJ 599, 1207                                                                                                                                                                                                                                                                                                 |2003ApJ...599.1207F
REF741  Nurnberger, D.E.A..2003, A&A, 404, 255                                                                                                                                                                                                                                                                                                                               |2003A&A...404..255N
REF112  Bica, E., Bonatto, C., Dutra, C., 2003, A&A, 405, 991                                                                                                                                                                                                                                                                                                                |2003A&A...405..991B
REF314  Baume, G., Villanova, S., Carraro, G., 2003, A&A, 407, 527                                                                                                                                                                                                                                                                                                           |2003A&A...407..527B
REF075  Massi, F., Lorenzetti, D., Giannini, T., 2003, A&A, 399, 147                                                                                                                                                                                                                                                                                                         |2003A&A...399..147M
REF330  Claria, J.J., Lapasset, E., Piatti, A.E., Ahumada, A.V., 2003, A&A, 409, 541                                                                                                                                                                                                                                                                                         |2003A&A...409..541C
REF009  Bica, E., Dutra, C.M., Barbuy, B., 2003, A&A, 397, 177                                                                                                                                                                                                                                                                                                               |2003A&A...397..177B
REF114  Deharveng, L., Zavagno, A., Salas, L., Porras, A., Caplan, J., Cruz-Gonzales, I., 2003, A&A, 399, 1135                                                                                                                                                                                                                                                               |2003A&A...399.1135D
REF015  Borissova, J., Pessev, P., Ivanov, V.D., Saviane, I., Kurtev, R., Ivanov, G.R., 2003, A&A, 411, 83                                                                                                                                                                                                                                                                   |2003A&A...411...83B
REF010  Bica, E., Dutra, C.M., Soares, J., Barbuy, B., 2003, A&A, 404, 223                                                                                                                                                                                                                                                                                                   |2003A&A...404..223B
REF113  Dutra, C., Bica, E., Soares, J.B., Barbuy, B., 2003, A&A, 400, 533                                                                                                                                                                                                                                                                                                   |2003A&A...400..533D
REF296  Archinal, B.A., Hynes, S.J., 2003, Star Clusters - Ed Willmann-Bell, Inc.                                                                                                                                                                                                                                                                                            |2003stcl.book.....A
REF126  Dutra, C.M., Ortolani, S., Bica, E., Barbuy, B., Zoccali, M., Momany, Y., 2003, A&A, 408, 127                                                                                                                                                                                                                                                                        |2003A&A...408..127D
REF908  Balog, Z.,Kenyon, S.J.; Lada, E.A., Barsony, M., Vinko, J., Gaspar, A., 2004, AJ, 128, 2942                                                                                                                                                                                                                                                                          |2004AJ....128.2942B
REF297  Bica, E., Bonatto, C., Dutra, C.M., 2004, A&A, 422, 555                                                                                                                                                                                                                                                                                                              |2004A&A...422..555B
REF1043 Hasegawa, T., Malasan, H. L., Kawakita, H. et al. 2004, PASJ, 56, 295                                                                                                                                                                                                                                                                                                |2004PASJ...56..295H
REF974  Roman-Lopes, A., Abraham, Z. 2004, AJ, 127, 2817                                                                                                                                                                                                                                                                                                                     |2004AJ....127.2817R
REF973  Roman-Lopes, A., Abraham, Z. 2004, AJ, 128, 2364                                                                                                                                                                                                                                                                                                                     |2004AJ....128.2364R
REF1223 Forbes, D. A., Strader, J., Brodie, J. P. et al. 2004, AJ, 127, 3394                                                                                                                                                                                                                                                                                                 |2004AJ....127.3394F
REF1782 Rocha-Pinto, H. J., Majewski, S. R., Skrutskie, M. F. et al. 2004, ApJ, 615, 732                                                                                                                                                                                                                                                                                     |2004ApJ...615..732R
REF117  Hagele, G.F., Albacete Colombo, J.F., Barba, R.H., Bosch, G.L., 2004, MNRAS, 355, 1237                                                                                                                                                                                                                                                                               |2004MNRAS.355.1237H
REF118  Rathborne, J.M., Brooks, K.J., Burton, M.G., Cohen, M., Bontemps, S., 2004, A&A, 418, 576                                                                                                                                                                                                                                                                            |2004A&A...418..563R
REF309  Balaguer-Nunez, L., Jordi, C., Galadi-Enriquez, D., Masana, E. 2004, A&A, 426, 827                                                                                                                                                                                                                                                                                   |2004A&A...426..827B
REF3378 Thompson, M. A., White, G. J., Morgan, L. K. et al. 2004, A&A, 414, 1017                                                                                                                                                                                                                                                                                             |2004A&A...414.1017T
REF313  Villanova, S., Carraro, G., de la Fuente Marcos, R., Stagni, R., 2004, A&A, 428, 67                                                                                                                                                                                                                                                                                  |2004A&A...428...67V
REF1204 Martin, N.F., Ibata, R.A., Bellazzini, M, Irwin, M.J., Lewis, G. F., Dehnen, W. 2004, MNRAS, 348, 12                                                                                                                                                                                                                                                                 |2004MNRAS.348...12M
REF303  Bonatto, C., Bica, E., 2004, A&A, 427, 485                                                                                                                                                                                                                                                                                                                           |2004A&A...427..485B
REF888  de Wit, W. J., Testi, L., Palla, F., Vanzi, L., Zinnecker, H. 2004, A&A, 425, 937                                                                                                                                                                                                                                                                                    |2004A&A...425..937D
REF932  Maillard, J. P., Paumard, T., Stolovy, S. R., & Rigaut, F. 2004, A&A, 423, 155                                                                                                                                                                                                                                                                                       |2004A&A...423..155M
REF129  Kumar, N., Kamath, U.S., Davis, C.J., 2004, MNRAS, 353, 1025                                                                                                                                                                                                                                                                                                         |2004MNRAS.353.1025N
REF623  Tadross, A. L. 2004, ChJAA, 4, 67                                                                                                                                                                                                                                                                                                                                    |2004ChJAA...4...67T
