REF941  Bonatto, C. & Bica, E. 2008b, A&A, 485, 81                                                                                                                                                                                                                                                                                                                           |2008A&A...485...81B
REF1753 Klement, R., Fuchs, B., Rix, H.-W. 2008, ApJ, 685,261                                                                                                                                                                                                                                                                                                                |2008ApJ...685..261K
REF344  Ortolani, S., Bica, E., Barbuy, B. 2008, MNRAS, 388, 723                                                                                                                                                                                                                                                                                                             |2008MNRAS.388..723O
REF957  Bica, E., Bonatto, C., Dutra, C. M. 2008, A&A, 489, 1129                                                                                                                                                                                                                                                                                                             |2008A&A...489.1129B
REF1048 Orellana, R. B., De Biasi, M. S. 2008, RevMexAA, 34, 111                                                                                                                                                                                                                                                                                                             |2008RMxAC..34..111O
REF945  Walsh, S. M., Willman, B., Sand, D., Harris, J., Seth, A., Zaritsky, D.; Jerjen, H. 2007, ApJ, 688, 245                                                                                                                                                                                                                                                              |2008ApJ...688..245W
REF948  Qiu, K., Zhang, Q., Megeath, S. T. et al. 2008, ApJ, 685, 1005                                                                                                                                                                                                                                                                                                       |2008ApJ...685.1005Q
REF785  Koposov, S., Belokurov, V., Evans, N. W. et al. 2008, ApJ, 686, 279                                                                                                                                                                                                                                                                                                  |2008ApJ...686..279K
REF954  Yasui, C., Kobayashi, N., Tokunaga, A. T., Terada, H., Saito, M. 2008, ApJ, 675, 443                                                                                                                                                                                                                                                                                 |2008ApJ...675..443Y
REF964  Zapata, L.A., Leurini, S., Menten, K.M., Schilke, P., Rolffs, R., Hieret, C. 2008, AJ, 136, 1455                                                                                                                                                                                                                                                                     |2008AJ....136.1455Z
REF965  Caballero, J. A., Dinis, L. 2008, AN, 329, 801                                                                                                                                                                                                                                                                                                                       |2008AN....329..801C
REF969  Bica, E., Bonatto, C. 2008, MNRAS, 384, 1733                                                                                                                                                                                                                                                                                                                         |2008MNRAS.384.1733B
REF1056 Figueredo ,E., Blum, R. D., Damineli, A., Conti, P. S., Barbosa, C. L. 2008, AJ, 136, 221                                                                                                                                                                                                                                                                            |2008AJ....136..221F
REF625  Tadross, A. L. 2008, NewA, 13, 370                                                                                                                                                                                                                                                                                                                                   |2008NewA...13..370T
REF736  Maciejewski, G. 2008, AcA, 58, 389                                                                                                                                                                                                                                                                                                                                   |2008AcA....58..389M
REF1216 Martin, N. F., Coleman, M. G., De Jong, J. T. A. et al. 2008, ApJ, 672, 13                                                                                                                                                                                                                                                                                           |2008ApJ...672L..13M
REF738  Maciejewski, G., Niedzielski, A. 2008, AN, 329, 602                                                                                                                                                                                                                                                                                                                  |2008AN....329..602M
REF1723 Antoja, T., Figueras, F., Fernandez, D., Torra, J. 2008, A&A, 490, 135                                                                                                                                                                                                                                                                                               |2008A&A...490..135A
REF3057 Getman, K. V., Feigelson, E. D.; Lawson, W. A. et al. 2008, ApJ, 673, 331                                                                                                                                                                                                                                                                                            |2008ApJ...673..331G
REF601  Carraro, G., Villanova, S., Demarque, P., Moni Bidin, C., McSwain, M. V. 2008, MNRAS, 386, 1625                                                                                                                                                                                                                                                                      |2008MNRAS.386.1625C
REF986  Strader, J., Kobulnicky, H. A. 2008, AJ, 136, 2109                                                                                                                                                                                                                                                                                                                   |2008AJ....136.2102S
REF3056 Vig, S., Ghosh, S. K., Ojha, D. K., Verma, R. P. 2008, AJ, 1427                                                                                                                                                                                                                                                                                                      |2008AJ....136.1427V
REF917  Borissova, J., Ivanov, V. D., Hanson, M. M., Georgiev, L., Minniti, D., Kurtev, R., Geisler 2008, A&A, 488, 151                                                                                                                                                                                                                                                      |2008A&A...488..151B
REF787  Belokurov, V., Walker, M. G., Evans, N. W. et al. 2008, ApJ, 686, L83                                                                                                                                                                                                                                                                                                |2008ApJ...686L..83B
REF779  Momany, Y., Ortolani, S.; Bonatto, C., Bica, E., Barbuy, B. 2008, MNRAS, 391, 1650                                                                                                                                                                                                                                                                                   |2008MNRAS.391.1650M
REF987  Kurtev, R., Ivanov, V.D., Borissova, J. Ortolani, S. 2008, A&A, 489, 583                                                                                                                                                                                                                                                                                             |2008A&A...489..583K
REF737  Piatti, A. E., Claria, J. J., Parisi, M. C., Ahumada, A. V. 2008, BaltA, 17, 67                                                                                                                                                                                                                                                                                      |2008BaltA..17...67P
REF989  Froebrich, D., Meusinger, H., Scholz, A., 2008, MNRAS, 390, 1598                                                                                                                                                                                                                                                                                                     |2008MNRAS.390.1598F
REF784  Liu, C., Hu, J, Newberg, H., Zhao, Y. 2008, A&A, 477, 139                                                                                                                                                                                                                                                                                                            |2008A&A...477..139L
REF626  Tadross, A. L. 2008, MNRAS, 389, 285                                                                                                                                                                                                                                                                                                                                 |2008MNRAS.389..285T
REF1990 French, S. 2008, S&T, v. 116, n. 4, p. 71                                                                                                                                                                                                                                                                                                                            |-------------------
REF781  French, S. 2008, S&T, v. 116, n. 5, p. 71                                                                                                                                                                                                                                                                                                                            |-------------------
REF992  Roman-Zuniga, C. G., Elston, R., Ferreira, B. & Lada, E. A. 2008, ApJ, 672, 861                                                                                                                                                                                                                                                                                      |2008ApJ...672..861R
REF799  Bonatto, C., Bica, E. 2009, MNRAS, 394, 2127                                                                                                                                                                                                                                                                                                                         |2009MNRAS.394.2127B
REF383  Gotthelf, E. V., Halpern, J. P. 2009, ApJ, 700, L158                                                                                                                                                                                                                                                                                                                 |2009ApJ...700L.158G
REF993  Poulton, C. J., Robitaille, T. P., Greaves, J. S. et al. 2008, MNRAS, 384, 1249                                                                                                                                                                                                                                                                                      |2008MNRAS.384.1249P
REF739  Piatti, A. E., Claria, J. J. 2008, MNRAS, 390, 54                                                                                                                                                                                                                                                                                                                    |2008MNRAS.390L..54P
REF1205 Bica, E., Bonatto, C., Dutra, C. M., Santos, J. F. C. 2008, MNRAS, 389, 678                                                                                                                                                                                                                                                                                          |2008MNRAS.389..678B
REF624  Tadross, A. L. 2008, ChJAA, 8, 362                                                                                                                                                                                                                                                                                                                                   |2008ChJAA...8..362T
REF996  Walsh, S. M., Willman, B., Jerjen H. 2009, AJ, 2009, 137, 450                                                                                                                                                                                                                                                                                                        |2009AJ....137..450W
REF794  Ortolani, S., Bonatto, C., Bica, E., Momany, Y., Barbuy, B. 2008, NewA, 13, 508O                                                                                                                                                                                                                                                                                     |2008NewA...13..508O
REF951  French, S. 2008, S&T, v. 116, n. 6, p. 79                                                                                                                                                                                                                                                                                                                            |-------------------
REF1716 Aarnio, A., Weinberger, A. J., Stassun, K. G., Mamajek, E. E.; James, D. J. 2008, AJ, 136, 2483                                                                                                                                                                                                                                                                      |2008AJ....136.2483A
REF889  Negueruela, I., Marco, A. 2008, A&A, 492, 441                                                                                                                                                                                                                                                                                                                        |2008A&A...492..441N
REF8000 Paunzen, E. 2008 CoSka, 38, 436                                                                                                                                                                                                                                                                                                                                      |-------------------
REF3340 Bica, E., Bonatto, C., Dutra, C. M., Santos, J. F. C. 2008, MNRAS, 389, 678                                                                                                                                                                                                                                                                                          |2008MNRAS.389..678B
REF697  Torres, C. A. O., Quast, G. R., Melo, C. H. F., Sterzik, M. F. 2008, The Southern Sky ASP Monograph Publications, 5, 757                                                                                                                                                                                                                                             |2008hsf2.book..757T
REF495  Messineo, M., Figer, D. F., Davies, B., Rich, R. M., Valenti, E., Kudritzki, R. P. 2008, ApJ, 683, L155                                                                                                                                                                                                                                                              |2008ApJ...683L.155M
REF890  Marco, A., Negueruela, I. 2009, A&A, 493, 79                                                                                                                                                                                                                                                                                                                         |2009A&A...493...79M
REF750  Claria, J. J., Piatti, A. E., Parisi, M. C., Ahumada, A. V. 2009, RMxAC, 35, 299                                                                                                                                                                                                                                                                                     |2009RMxAC..35Q.299C
REF1741 Turner,D. G., 2009, AIPC, 1170, 59                                                                                                                                                                                                                                                                                                                                   |2009AIPC.1170...59T
REF798  Bonatto, C., Bica, E. 2009, MNRAS, 392, 483                                                                                                                                                                                                                                                                                                                          |2009MNRAS.392..483B
REF735  Maciejewski, G., Mihov, B., Georgiev, Ts. 2009, AN, 330, 851                                                                                                                                                                                                                                                                                                         |2009AN....330..851M
REF753  Gregorio-Hetem, J., Montmerle, T., Rodrigues, C. V., Marciotto, E.; Preibisch, T., Zinnecker, H. 2009, A&A, 506,711                                                                                                                                                                                                                                                  |2009A&A...506..711G
REF791  Camargo, D., Bonatto, C., Bica, E. 2009, A&A, 508, 211                                                                                                                                                                                                                                                                                                               |2009A&A...508..211C
REF3414 Piatti, A. E., Claria, J. J., Mermilliod, J.-C., et al. 2009, RMxAC, 35, 303                                                                                                                                                                                                                                                                                         |2009RMxAC..35Q.303P
REF491  Salerno, G., Bica, E., Bonatto, C., Rodrigues, I. 2009, A&A, 498, 419                                                                                                                                                                                                                                                                                                |2009A&A...498..419S
REF492  Clark, J. S., Negueruela, I., Davies, B. et al. 2009, A&A, 498, 109                                                                                                                                                                                                                                                                                                  |2009A&A...498..109C
REF493  Messineo, M., Davies, B., Ivanov, V.D., et al. 2009, ApJ, 697, 701                                                                                                                                                                                                                                                                                                   |2009ApJ...697..701M
REF496  Alexander, M. J., Kobulnicky, H. A., Clemens, D. P., JamESO n, K., Pinnick, A., Pavel, M., 2009, AJ, 137, 4824                                                                                                                                                                                                                                                       |2009AJ....137.4824A
REF821  Bonatto, C., Bica, E. 2009, MNRAS, 397, 1915                                                                                                                                                                                                                                                                                                                         |2009MNRAS.397.1915B
REF494  Maury, A.J., Andre, Ph., Li, Z.-Y., 2009, A&A, 499, 175                                                                                                                                                                                                                                                                                                              |2009A&A...499..175M
REF606  Carraro, G., Costa, E. 2009, A&A, 493, 71                                                                                                                                                                                                                                                                                                                            |2009A&A...493...71C
REF748  Piatti, A. E., Claria, J. J., Mermilliod, J.-C., Parisi, M. C., Ahumada, A. V. 2009, RMxAC, 35, 303                                                                                                                                                                                                                                                                  |2009RMxAC..35Q.303P
REF497  Wang, J., Feigelson, E. D., Townsley, L. K., Roman-Zuniga, C. G., Lada, E. Garmire, G. 2009, ApJ, 696, 47                                                                                                                                                                                                                                                            |2009ApJ...696...47W
REF966  Yun, J. L., Elia, D., Palmeirim, P. M., Gomes, J. I., Martins, A. M. 2009, A&A, 500, 833                                                                                                                                                                                                                                                                             |2009A&A...500..833Y
REF796  Bonatto, C., Bica, E., Ortolani, S., Barbuy, B. 2009 MNRAS, 397, 1032                                                                                                                                                                                                                                                                                                |2009MNRAS.397.1032B
REF3413 Claria, J. J., Piatti, A. E.,Parisi, M. C., Ahumada, A. V. 2009, RMxAC, 35, 299                                                                                                                                                                                                                                                                                      |2009RMxAC..35Q.299C
REF627  Tadross, A. L. 2009, NewA, 14, 200                                                                                                                                                                                                                                                                                                                                   |2009NewA...14..200T
REF5005 Watkins, L. L., Evans, N. W., Belokurov, V., et al. 2009, MNRAS, 398,1757                                                                                                                                                                                                                                                                                            |2009MNRAS.398.1757W
REF5006 Kollmeier, J. A., Andrew, G., Shectman, S. et al. 2009, ApJ, 705, L158                                                                                                                                                                                                                                                                                               |2009ApJ...705L.158K
REF746  Marin-Franch, A., Herrero, A., Lenorzer, A., Najarro, F., Ramirez, S., Font-Ribera, A., Figer, D. 2009, A&A, 502, 559                                                                                                                                                                                                                                                |2009A&A...502..559M
REF943  Feigelson, E. D., Martin, A. L., McNeill, C. J., Broos, P. S., Garmire, G. P. 2009, AJ, 138, 227                                                                                                                                                                                                                                                                     |2009AJ....138..227F
REF982  Ortolani, S., Bonatto, C., Bica, E., Barbuy, B. 2009, AJ, 138, 889                                                                                                                                                                                                                                                                                                   |2009AJ....138..889O
REF766  Piatti, A. E., Claria, J. J., Parisi, M. C., Ahumada, A. V. 2009, NewA, 14, 97                                                                                                                                                                                                                                                                                       |2009NewA...14...97P
REF443  Puga, E., Hony, S., Neiner, C., Lenorzer, A., Hubert, A.-M., Waters, L. M., Cusano, F., Ripepi, V. 2009, A&A, 503, 107                                                                                                                                                                                                                                               |2009A&A...503..107P
REF444  Gutermuth, R. A., Megeath, S. T., Myers, P. C., Allen, L. E., Pipher, J. L., Fazio, G. G. 2009, ApJS, 184, 18                                                                                                                                                                                                                                                        |2009ApJS..184...18G
REF445  Belokurov, V., Walker, M. G., Evans, N. W., Gilmore, G., Irwin, M. J., Mateo, M., et al. 2009, MNRAS, 397, 1748                                                                                                                                                                                                                                                      |2009MNRAS.397.1748B
REF604  Carraro, G., Costa, E. 2009, A&A, 493, 71                                                                                                                                                                                                                                                                                                                            |2009A&A...493...71C
REF1022 Tapia, M.,Rodriguez,L. F.,Persi, P.,Roth, M., Gomez, M. 2009, AJ, 137, 4127                                                                                                                                                                                                                                                                                          |2009AJ....137.4127T
REF384  Davies, B., Figer, D. F., Kudritzki, R.-P., Trombley, C., Kouveliotou, C., Wachter, S. 2009, ApJ, 707, 844                                                                                                                                                                                                                                                           |2009ApJ...707..844D
REF1744 Grillmair, C. J. 2009, ApJ, 693, 1118                                                                                                                                                                                                                                                                                                                                |2009ApJ...693.1118G
REF3412 Piatti, A. E., Claria, J. J., Ahumada, A. V. 2009, MNRAS, 397, 1073, 52, 117                                                                                                                                                                                                                                                                                         |2009BAAA...52..117P
REF868  French, S. 2009, S&T, v. 116, n. 4, p. 61                                                                                                                                                                                                                                                                                                                            |-------------------
REF869  French, S. 2009, S&T, v. 116, n. 5, p. 61                                                                                                                                                                                                                                                                                                                            |-------------------
REF1722 Zhao, J., Zhao, G., Chen, Y. 2009, ApJ, 692, L113                                                                                                                                                                                                                                                                                                                    |2009ApJ...692L.113Z
REF1071 Mel'Nik, A. M., Dambis, A. K. 2009, MNRAS, 400, 518                                                                                                                                                                                                                                                                                                                  |2009MNRAS.400..518M
REF605  Carraro, G., Bensby, T. 2009, MNRAS, 397, 106 2009, MNRAS, 397, 106                                                                                                                                                                                                                                                                                                  |2009MNRAS.397L.106C
REF4019 Guieu, S.; Rebull, L. M.; Stauffer, J. R. et al. 2009, ApJ, 697, 787                                                                                                                                                                                                                                                                                                 |2009ApJ...697..787G
REF1016 Aspin, C., Beck, T. L., Pyo, Tae-Soo et al. 2009,AJ, 137, 431                                                                                                                                                                                                                                                                                                        |2009AJ....137..431A
REF607  Subramaniam, A., Carraro, G., Janes, K. A. 2010, MNRAS, 404, 1385                                                                                                                                                                                                                                                                                                    |2010MNRAS.404.1385S
REF786  Belokurov, V.; Walker, M. G.; Evans, N. W. et al. 2010, ApJ, 712, L103                                                                                                                                                                                                                                                                                               |2010ApJ...712L.103B
REF790  Bonatto, C., Bica, E. 2010, A&A, 516, 81                                                                                                                                                                                                                                                                                                                             |2010A&A...516A..81B
REF960  Barnes, P.J., Yonekura, Y., Ryder, D., Hopkins, A. M., Miyamoto, Y., Furukawa, N., Fukui,Y. 2010, MNRAS, 402, 73                                                                                                                                                                                                                                                     |2010MNRAS.402...73B
REF1017 Akkaya, I.,et al. 2010, RMxAA, 46, 385                                                                                                                                                                                                                                                                                                                               |2010RMxAA..46..385A
REF780  Bonatto, C., Ortolani, S., Barbuy, B., Bica, E. 2010, MNRAS, 402, 1685                                                                                                                                                                                                                                                                                               |2010MNRAS.402.1685B
REF1020 Froebrich, D., Schmeja, S., Samuel, D., Lucas, P. W. 2010, MNRAS, 409, 1281                                                                                                                                                                                                                                                                                          |2010MNRAS.409.1281F
REF609  Moni Bidin, C., de La Fuente Marcos, R., de La Fuente Marcos, C., Carraro, G. 2010, A&A, 510, 44                                                                                                                                                                                                                                                                     |2010A&A...510A..44M
REF333  French, S. 2010, S&T, v. 119, n. 1, p. 65                                                                                                                                                                                                                                                                                                                            |-------------------
REF751  French, S. 2010, S&T, v. 119, n. 3, p. 61                                                                                                                                                                                                                                                                                                                            |-------------------
REF3338 Sharma, S., Johnston, K. V., Majewski, S. R. et al. 2010, ApJ, 722, 750                                                                                                                                                                                                                                                                                              |2010ApJ...722..750S
REF610  Seleznev, A. F., Carraro, G., Costa, E., Loktin, A. V. 2010, NewA, 15, 61                                                                                                                                                                                                                                                                                            |2010NewA...15...61S
REF778  Glushkova, E.V., Koposov, S. E., Zolotukhin, I. Yu. et al. 2010, Astronomy Letters, 36, 75                                                                                                                                                                                                                                                                           |2010AstL...36...75G
REF628  Tadross, A. L. 2009, Ap&SS, 323, 383                                                                                                                                                                                                                                                                                                                                 |2009Ap&SS.323..383T
REF1764 Newberg, H. Jo, Yanny, Willett, B. A. 2009, ApJ, 700, L61                                                                                                                                                                                                                                                                                                            |2009ApJ...700L..61N
REF3355 Gilbert, A. M., Vacca, W. D. 2009, Ap&SS, 324, 147                                                                                                                                                                                                                                                                                                                   |2009Ap&SS.324..147G
REF1219 Letarte, B., Chapman, S.C., Ibata, R. A. et al. 2009, MNRAS, 400, 1472                                                                                                                                                                                                                                                                                               |2009MNRAS.400.1472L
REF1201 Carlin, J.,L.,Grillmair, C. J. Munoz, R.R., et al. 2009, ApJ, 702, L9                                                                                                                                                                                                                                                                                                |2009ApJ...702L...9C
REF1066 Rahman, M., Murray, N. 2010, ApJ, 719, 1104                                                                                                                                                                                                                                                                                                                          |2010ApJ...719.1104R
REF707  French, S. 2010, S&T, v. 120, n. 4, p. 66                                                                                                                                                                                                                                                                                                                            |-------------------
REF608  Carraro, G., Costa, E. 2010, MNRAS, 402, 1863                                                                                                                                                                                                                                                                                                                        |2010MNRAS.402.1863C
REF477  Vazquez, R. A., Moitinho, A., Carraro, G., Dias, W. S. 2010, A&A, 511, 38                                                                                                                                                                                                                                                                                            |2010A&A...511A..38V
REF622  Akkaya, I., Schuster, W. J., Michel, R., Chavarria-K, C., Moitinho, A., Vazquez, R., Karatas, Y. 2010, RMxAA, 46, 385                                                                                                                                                                                                                                                |2010RMxAA..46..385A
REF919  Borissova, J., Kurtev, R., Hanson, M. M., Georgiev, L., Ivanov, V., Ortolani, S. 2010, IAUS, 2666, 366                                                                                                                                                                                                                                                               |2010IAUS..266..366B
REF802  Camargo, D., Bonatto, B., Bica, E. 2010, A&A, 521, 42                                                                                                                                                                                                                                                                                                                |2010A&A...521A..42C
REF1042 Krone-Martins, A., Soubiran, C., Ducourant, C., Teixeira, R., Le Campion, J. F., 2010, A&A, 516, 3                                                                                                                                                                                                                                                                   |2010A&A...516A...3K
REF991  Saurin, T. Bica, E., Bonatto, C. 2010, MNRAS, 407, 133                                                                                                                                                                                                                                                                                                               |2010MNRAS.407..133S
