# cluster: NGC5272 (M3) 
# radius["] log_surface_density err_log_surface_density
        0.75      0.5124      0.2695
        2.25       0.437      0.1581
           4      0.4601     0.08776
           6      0.4014     0.07188
         9.5       0.338     0.04706
          16      0.2733     0.04503
          25      0.1016     0.03558
          35     -0.0599     0.04046
          45     -0.2084     0.03821
        57.5     -0.4005     0.02924
        72.5     -0.6101     0.03395
        87.5     -0.7683     0.02836
       102.5     -0.9436     0.05298
         120      -1.044      0.1144
         140        -1.2      0.1288
         165      -1.314      0.1072
         200      -1.632      0.1078
         245      -1.801      0.1103
         300      -2.016      0.1077
         375      -2.277      0.1029
         500      -2.631      0.1073
         715      -2.987     0.07516
        1075      -3.363     0.09002
        1500      -3.521      0.1029
        2050      -3.588     0.08535
