# cluster: ERIDANUS 
# radius["] log_surface_density err_log_surface_density
        3.75     -0.1137     0.09569
       11.25      -0.256     0.05486
       18.75     -0.4884     0.06141
       26.25      -0.746     0.07094
        42.5      -1.152     0.08031
        67.5      -1.551     0.09589
