# cluster: NGC5466 
# radius["] log_surface_density err_log_surface_density
         7.5      -1.017      0.1086
          20      -1.006     0.08133
          30       -1.05     0.08373
        42.5      -1.134     0.06343
        57.5      -1.178      0.0682
        72.5      -1.239     0.06124
          90      -1.348      0.0536
         110      -1.416     0.04152
         135      -1.603     0.04031
         170      -1.825       0.037
         220      -2.141     0.04416
         300      -2.531     0.05416
         475      -3.158     0.04938
         700      -3.545     0.09847
         900      -3.787      0.1062
        1125      -4.018     0.09778
        1375      -4.094      0.0947
        1600      -4.117     0.09663
        2025      -4.119      0.1148
