# cluster: PAL3 
# radius["] log_surface_density err_log_surface_density
        3.75      -1.451       0.173
       11.25      -1.467     0.09667
          30      -1.725      0.1265
          50      -2.072      0.1044
          70      -2.468      0.1237
         120      -2.911      0.1262
         200      -3.068      0.1018
         380      -3.028       0.092
         820      -3.049     0.05518
        1320      -3.074      0.0229
