# cluster: NGC6229 
# radius["] log_surface_density err_log_surface_density
        0.75       0.707       0.111
        2.25      0.6603     0.07742
         4.5       0.582     0.06038
         7.5      0.4473     0.05617
        10.5      0.3152     0.05715
        13.5      0.1022     0.06394
        18.5    -0.07794     0.07585
          26     -0.3287     0.05451
          35     -0.5599     0.06394
          50     -0.9859      0.0476
          75      -1.573      0.0948
         110      -2.089     0.05032
         165      -2.713     0.04419
         275      -3.647     0.06823
         550       -4.61     0.09746
        1000      -4.988     0.08475
        1400      -4.998     0.09089
        1854      -5.029     0.08624
