# cluster: NGC6254 (M10) 
# radius["] log_surface_density err_log_surface_density
         2.5     -0.3153      0.1788
         7.5     -0.3594     0.09125
        12.5     -0.3636     0.07987
        17.5     -0.3842     0.08442
        27.5     -0.5245     0.05296
        42.5     -0.6818     0.04044
        62.5     -0.8626     0.03466
        87.5      -1.103     0.04572
       112.5      -1.309     0.04475
       137.5      -1.472     0.05188
       162.5      -1.634     0.05742
       187.5      -1.759     0.04911
       212.5      -1.903     0.07584
       237.5      -2.045     0.09073
       262.5      -2.117     0.08604
       287.5      -2.248     0.06466
         325      -2.366     0.05275
         375      -2.522     0.05525
         425      -2.681     0.08638
         475       -2.82     0.08339
         525      -2.915       0.095
         575       -2.96      0.1059
         625      -3.035      0.1157
         675      -3.093      0.1146
         775      -3.169     0.07084
         925      -3.227     0.04557
        1075      -3.199     0.06065
        1225      -3.267     0.05537
