# cluster: NGC6121 (M4) 
# radius["] log_surface_density err_log_surface_density
         2.5     -0.5941      0.1808
         8.5     -0.7035       0.154
        14.5       -0.75      0.1249
        19.5     -0.7538     0.08191
          26     -0.7271     0.07007
          35      -0.807     0.06135
          45     -0.8927     0.06066
          55     -0.9184     0.04917
        67.5      -1.017     0.04425
        82.5      -1.112     0.04666
         100      -1.228     0.05133
         125      -1.392     0.03758
         155      -1.517     0.03476
         190      -1.644     0.03036
         230      -1.807     0.05613
         280      -1.922     0.03389
         340      -2.053     0.04095
         400      -2.179     0.03856
         460      -2.299     0.04469
         520      -2.367     0.06116
         595      -2.487     0.03269
         690      -2.628     0.08437
         850       -2.75     0.06937
        1075      -2.915     0.04729
        1300      -2.926     0.03375
